node,lan,text
Q4601073,en,2003 All-Ireland Senior Hurling Championship Final
Q4873032,en,Battle of the Twin Tunnels
Q4187824,en,Grozny OMON fratricide incident
Q5452532,en,First Battle of Rellano
Q24196404,en,1989 All-Ireland Under-21 Hurling Championship Final
Q4598630,en,2001 ELMS at Donington Park
Q4597137,en,2000 All-Ireland Senior Football Championship Final
Q4576233,en,1974 Southeastern 500
Q5211702,en,Dalton Junction rail crash
Q3072078,en,29th Filmfare Awards
Q6013761,en,Inauguration of John Adams
Q4572012,en,1965 South Vietnamese coup
Q25056765,en,1992 Copa del Rey de Baloncesto
Q7925682,en,Hastings mine explosion
Q7096807,en,Operation Big Buzz
Q28094423,en,Battle of Tell Abyad (2013)
Q19295072,en,Bombing of Sant Vicenç de Calders
Q7429296,en,Sayre Fire
Q56284002,en,Gymnastics at the 2018 Asian Games – Women's rhythmic team
Q29025845,en,2012 Women's Australian Hockey League
Q29025870,en,2013 Women's Australian Hockey League
Q31843494,en,Equestrian at the 1980 Summer Olympics – Team jumping
Q55608374,en,Convention of Mat
Q55641817,en,Speed skating at the 1990 Asian Winter Games – Men's 1500 metres
Q55641818,en,Speed skating at the 1990 Asian Winter Games – Men's 5000 metres
Q55641815,en,Speed skating at the 1990 Asian Winter Games – Men's 10000 metres
Q39054318,en,2014 Women's Hockey Investec Cup
Q24229066,en,Equestrian at the 1960 Summer Olympics – Individual dressage
Q4618853,en,2010 William Jones Cup
Q24229070,en,Equestrian at the 1960 Summer Olympics – Individual jumping
Q56282933,en,Karate at the 2018 Asian Games – Women's kumite 50 kg
Q24229071,en,Equestrian at the 1960 Summer Olympics – Team jumping
Q56282945,en,Karate at the 2018 Asian Games – Women's kumite +68 kg
Q56282935,en,Karate at the 2018 Asian Games – Women's kumite 55 kg
Q55389929,en,Swimming at the 2018 Commonwealth Games – Women's 50 metre butterfly S7
Q4568963,en,1957 All-Ireland Senior Hurling Championship Final
Q20648830,en,Karate at the 2015 European Games – Women's kumite 55 kg
Q27630498,en,Athletics at the 2016 Summer Paralympics – Women's 800 metres T54
Q27630466,en,Athletics at the 2016 Summer Paralympics – Women's 100 metres T54
Q18392902,en,Karate at the 2014 Asian Games – Men's kumite 55 kg
Q24229076,en,Equestrian at the 1956 Summer Olympics – Team jumping
Q63343080,en,2019 Pan American Judo Championships
Q17199070,en,Sailing at the 2002 Asian Games – Men's Laser
Q56612920,en,Triathlon at the 2018 Asian Games – Mixed relay
Q97355569,en,Trampoline gymnastics at the 2001 World Games – Women's synchronized trampoline
Q28834995,en,1896 Cedar Keys hurricane
Q56279305,en,Trampoline gymnastics at the 2017 World Games
Q1222245,en,Luge at the 1976 Winter Olympics – Women's singles
Q1005327,en,Luge at the 1980 Winter Olympics – Men's singles
Q65052389,en,Wrestling at the 2019 European Games – Women's freestyle 62 kg
Q65052376,en,Wrestling at the 2019 European Games – Men's freestyle 86 kg
Q65052378,en,Wrestling at the 2019 European Games – Men's freestyle 125 kg
Q20648510,en,Wrestling at the 2015 European Games – Men's freestyle 86 kg
Q1222246,en,Luge at the 1980 Winter Olympics – Women's singles
Q60746807,en,109th Grey Cup
Q4604682,en,2005 Nobel Peace Prize
Q55393087,en,Gymnastics at the 2017 Summer Universiade – Men's floor
Q4593789,en,1998 Metro Manila Film Festival
Q4594897,en,1999 Metro Manila Film Festival
Q56778974,en,2018 BWF World Junior Championships – Teams event
Q20982539,en,Archery at the 1980 Summer Olympics – Men's individual
Q20982576,en,Archery at the 1980 Summer Olympics – Women's individual
Q665716,en,Capture of Fidenae (435 BC)
Q28154378,en,1939 Tschammerpokal Final
Q56195296,en,Wrestling at the 2018 Asian Games – Women's freestyle 68 kg
Q48964732,en,2018 U.S. Senior Women's Open
Q20648475,en,Wrestling at the 2015 European Games – Men's freestyle 65 kg
Q64214638,en,2018 Slovak Cup Final
Q4589782,en,1994 U.S. Women's Open
Q4590720,en,1995 U.S. Women's Open
Q4591695,en,1996 South American Junior Championships in Athletics
Q4591697,en,1996 South American Youth Championships in Athletics
Q4592787,en,1997 South American Junior Championships in Athletics
Q4593968,en,1998 South American Junior Championships in Athletics
Q25041680,en,2025 Southeast Asian Games
Q65119236,en,Burning of Southwark
Q65052381,en,Wrestling at the 2019 European Games – Men's freestyle 97 kg
Q4638267,en,45th Tony Awards
Q55393095,en,Gymnastics at the 2017 Summer Universiade – Men's parallel bars
Q55393097,en,Gymnastics at the 2017 Summer Universiade – Men's horizontal bar
Q31843537,en,Equestrian at the 1976 Summer Olympics – Team jumping
Q55605031,en,Battle of Lahasusu
Q56281348,en,Gymnastics at the 2018 Asian Games – Men's parallel bars
Q31843486,en,Equestrian at the 1980 Summer Olympics – Team dressage
Q56283818,en,Gymnastics at the 2018 Asian Games – Women's rhythmic individual all-around
Q48861086,en,35th AVN Awards
Q98799580,en,Battle of Chippenham
Q662184,en,Luge at the 2002 Winter Olympics – Doubles
Q54375663,en,Karate at the 2018 South American Games
Q104923385,en,Karate at the 2019 Pan American Games – Women's 55 kg
Q104905766,en,Karate at the 2019 Pan American Games – Women's 50 kg
Q18392908,en,Karate at the 2014 Asian Games – Women's kata
Q1005456,en,Luge at the 1994 Winter Olympics – Doubles
Q56612910,en,Triathlon at the 2018 Asian Games – Men's individual
Q2316574,en,1990 Chicago Marathon
Q65052374,en,Wrestling at the 2019 European Games – Men's freestyle 57 kg
Q4573450,en,1969 All-Ireland Senior Football Championship Final
Q56282937,en,Karate at the 2018 Asian Games – Women's kumite 61 kg
Q19867226,en,2015 Women's PGA Championship
Q20648528,en,Karate at the 2015 European Games – Men's individual kata
Q15054402,en,2013 Asian Junior Badminton Championships – Girls singles
Q16300318,en,2014 BWF World Junior Championships – Girls singles
Q21076596,en,Lawn bowls at the 1970 British Commonwealth Games
Q19952053,en,1962 European Rowing Championships
Q20648581,en,Wrestling at the 2015 European Games – Women's freestyle 55 kg
Q20648574,en,Wrestling at the 2015 European Games – Women's freestyle 53 kg
Q1005374,en,Snowboarding at the 1998 Winter Olympics – Men's halfpipe
Q56179128,en,Wrestling at the 2018 Asian Games – Men's freestyle 86 kg
Q28135220,en,2012 Curtis Cup
Q4610704,en,2008 Canadian Mixed Curling Championship
Q56280270,en,Archery at the 2018 Asian Games – Women's individual recurve
Q56249289,en,Archery at the 2018 Asian Games – Women's team recurve
Q16823089,en,2009 NCAA Division I Men's Golf Championship
Q30635375,en,1974 NCAA Division II Lacrosse Championship
Q105760520,en,2021 Texas's 6th congressional district special election
Q28231600,en,2014 Curtis Cup
Q97332804,en,Trampoline gymnastics at the 2009 World Games – Men's synchronized trampoline
Q31843483,en,Equestrian at the 1988 Summer Olympics – Team jumping
Q66058145,en,2018 FINA World Swimming Championships (25 m) – Women's 200 metre breaststroke
Q7483226,en,Siege of Pécs
Q85723623,en,1964 Danish Cup Final
Q56282928,en,Karate at the 2018 Asian Games – Men's kata
Q4615172,en,2009 Women's Cricket World Cup Final
Q96417356,en,1997 Women's Cricket World Cup Final
Q20648620,en,Wrestling at the 2015 European Games – Men's freestyle 61 kg
Q2421798,en,Battle of Kock's Plantation
Q19885724,en,Equestrian at the 1984 Summer Olympics – Team jumping
Q2126910,en,1997 London Marathon
Q1222241,en,Luge at the 1972 Winter Olympics – Women's singles
Q28135539,en,1936 Curtis Cup
Q28407461,en,Murder of Jessica Heeringa
Q951474,en,2009 Kirkuk bombing
Q48726999,en,Battle of Kirkuk (2014)
Q27502384,en,Battle of Kirkuk (2016)
Q1005326,en,Luge at the 1976 Winter Olympics – Men's singles
Q1005447,en,Luge at the 1976 Winter Olympics – Doubles
Q65052388,en,Wrestling at the 2019 European Games – Women's freestyle 68 kg
Q7096931,en,Operation Coronado V
Q65063752,en,1927 International Lawn Tennis Challenge Europe Zone
Q1005458,en,Luge at the 1998 Winter Olympics – Doubles
Q4624595,en,2012 AFL finals series
Q55137823,en,Operation Byrd
Q57557216,en,Equestrian at the 1968 Summer Olympics – Team jumping
Q17622619,en,Miss World Spain 2013
Q103896058,en,1958 Rif riots
Q17101119,en,Equestrian at the 1972 Summer Olympics – Individual jumping
Q17101136,en,Equestrian at the 1972 Summer Olympics – Team jumping
Q1005455,en,Luge at the 1992 Winter Olympics – Doubles
Q20648453,en,Taekwondo at the 2015 European Games – Men's 58 kg
Q1222321,en,Field hockey at the 1984 Summer Olympics – Women's tournament
Q58198721,en,2008 Women's Australian Hockey League
Q58198729,en,2009 Women's Australian Hockey League
Q28448290,en,2015 Women's Australian Hockey League
Q20648598,en,Wrestling at the 2015 European Games – Women's freestyle 60 kg
Q16967795,en,Velika Kruša
Q17358260,en,Palacio del Duque de Uceda (Plaza de Colón)
Q85292065,en,2020 European Wrestling Championships – Men's Freestyle 92 kg
Q56282960,en,Karate at the 2018 Asian Games – Men's kumite 75 kg
Q57557205,en,Equestrian at the 1968 Summer Olympics – Individual dressage
Q57557213,en,Equestrian at the 1968 Summer Olympics – Individual jumping
Q18387053,en,Karate at the 2014 Asian Games – Women's kumite 55 kg
Q29075592,en,Equestrian at the 1976 Summer Olympics – Individual dressage
Q31843534,en,Equestrian at the 1976 Summer Olympics – Individual jumping
Q92672936,en,Death of Benny Whitehouse
Q38687930,en,2017 Iowa Corn 300
Q33076161,en,2017 Badminton Asia Junior Championships – Girls' Singles
Q76786952,en,Badminton at the 2019 Southeast Asian Games – Women's team
Q4568046,en,1954 Coupe de France Final
Q1005457,en,Luge at the 1988 Winter Olympics – Doubles
Q1222255,en,Luge at the 1988 Winter Olympics – Women's singles
Q18129196,en,Weightlifting at the 2014 Commonwealth Games – Women's 48 kg
Q56281381,en,Gymnastics at the 2018 Asian Games – Women's floor
Q56280949,en,Gymnastics at the 2018 Asian Games – Women's vault
Q93132259,en,Guanare prison riot
Q55390294,en,Gymnastics at the 2018 Commonwealth Games – Women's floor
Q55390028,en,Gymnastics at the 2018 Commonwealth Games – Women's artistic team all-around
Q65052497,en,Wrestling at the 2019 European Games – Men's Greco-Roman 87 kg
Q18387057,en,Karate at the 2014 Asian Games – Women's kumite 61 kg
Q65052435,en,Shooting at the 2019 European Games – Women's skeet
Q6143212,en,1837 Valdivia earthquake
Q47488523,en,Racquetball at the 2017 Bolivarian Games
Q16956326,en,2014 CIS/CCA Curling Championships
Q78684277,en,2020 Folds of Honor QuikTrip 500
Q55390290,en,Gymnastics at the 2018 Commonwealth Games – Women's vault
Q31843533,en,Equestrian at the 1976 Summer Olympics – Individual eventing
Q16924897,en,Battle of Yan'an
Q78684315,en,2020 Pocono 350
Q60774155,en,Johnny Stompanato homicide
Q4608495,en,2007 Firestone Indy 200
Q4608486,en,2007 Firestone Indy 400
Q745187,en,2009 SunTrust Indy Challenge
Q745793,en,2009 Indy Japan 300
Q4593781,en,1998 Marlboro Grand Prix of Miami
Q4593932,en,1998 Rio 400
Q4594032,en,1998 Texaco Grand Prix of Houston
Q4593780,en,1998 Marlboro 500 Presented by Toyota
Q4594883,en,1999 Marlboro Grand Prix of Miami
Q4594538,en,1999 Bosch Spark Plug Grand Prix
Q20713631,en,Ebbw Vale Garden Festival Funicular
Q4872693,en,Battle of Vlaardingen (1351)
Q7443049,en,Second Banda Oriental campaign
Q4438403,en,Battle of Ürümqi (1870)
Q4572306,en,1966 Felthorpe Trident crash
Q6303807,en,Judo at the 1963 Pan American Games
Q24944622,en,1987 Carapintada mutiny
Q4789379,en,1984 Argentine Beagle conflict dispute resolution referendum
Q3667651,en,Chicago Film Critics Association Awards 1992
Q4870253,en,Battle of Alclud Ford
Q74123408,en,1973 NCAA University Division Basketball Championship Game
Q20102483,en,Kert campaign
Q30035999,en,Edmond post office shooting
Q4872153,en,Battle of Raith
Q4871046,en,Battle of Fort Lahtzanit
Q47220177,en,70th Directors Guild of America Awards
Q21008772,en,Raid on Newry
Q29022140,en,1971 Newry killings
Q15262188,en,2010 Newry car bombing
Q107095712,en,Massacre at Corlears Hook
Q4608734,en,2007 Kent earthquake
Q16253797,en,Battle of Landguard Fort
Q4601889,en,2003 Tecate Telmex Monterrey Grand Prix
Q4601914,en,2003 Toyota Grand Prix of Long Beach
Q4601600,en,2003 Molson Indy Vancouver
Q4601217,en,2003 Champ Car Grand Prix of Mid-Ohio
Q4601411,en,2003 Gran Premio Telmex-Gigante
Q4603370,en,2004 Toyota Grand Prix of Long Beach
Q4604945,en,2005 Time Warner Cable Road Runner 225
Q4604363,en,2005 Grand Prix of Cleveland
Q4604586,en,2005 Molson Indy Toronto
Q4604109,en,2005 Centrix Financial Grand Prix of Denver
Q4604398,en,2005 Hurricane Relief 400
Q4605947,en,2006 Champ Car Grand Prix de Montreal
Q4609438,en,2007 Toyota Grand Prix of Long Beach
Q4608852,en,2007 Mazda Champ Car Grand Prix of Portland
Q5452499,en,First Battle of Alton
Q16933156,en,Athletics at the 1962 British Empire and Commonwealth Games – Men's 1 mile
Q4871369,en,Battle of Kakamas
Q18386024,en,Submission (Alton Towers)
Q16854103,en,Raid on Groton
Q4672685,en,Accomarca massacre
Q4614223,en,2009 Lüderitz oil spill
Q26259,en,1973 Veracruz earthquake
Q29025937,en,Battle of Wadgaon
Q6070773,en,Irish Free State offensive
Q4594710,en,1999 Firestone Firehawk 500K
Q4594921,en,1999 Motorola 300
Q4594905,en,1999 Miller Lite 225
Q4597897,en,2000 Tenneco Automotive Grand Prix of Detroit
Q30625156,en,2001 Firestone Firehawk 500
Q4599148,en,2001 Tenneco Automotive Grand Prix of Detroit
Q30625226,en,2001 Miller Lite 200
Q753696,en,2008 Peak Antifreeze Indy Grand Prix
Q278870,en,2009 Iowa Corn Indy 250
Q751676,en,2010 Honda Indy Edmonton
Q18151421,en,2013 MAVTV 500 IndyCar World Championships
Q42317841,en,2014 Honda Indy 200 at Mid-Ohio
Q20015836,en,2015 Firestone 600
Q27629666,en,2016 Grand Prix of Indianapolis
Q27629796,en,2016 IndyCar Grand Prix at The Glen
Q26774464,en,2016 ABC Supply 500
Q38806262,en,2017 Kohler Grand Prix
Q4611533,en,2008 Monterey Sports Car Championships
Q4616620,en,2010 Armor All Gold Coast 600
Q19569675,en,Delta Air Lines Flight 1086
Q24038171,en,23rd AVN Awards
Q4578076,en,1978 British Army Gazelle downing
Q108294791,en,Murder of Marwa El-Sherbini
Q28036814,en,Zürich Islamic center shooting
Q4601407,en,2003 German 500
Q8052503,en,Yeovil Town 2–1 Sunderland (1949)
Q20642250,en,2017 Canoe Slalom World Cup
Q22947383,en,Naqib al-Ashraf revolt
Q16208784,en,Battle of Medan
Q19822660,en,Disappearance of Jim Thompson
Q3403835,en,Capture of Oaxaca (1812)
Q4870776,en,Battle of Colson's Mill
Q4585318,en,1989 Nations Cup
Q4604636,en,2005 NECBL All-Star Game
Q4617954,en,2010 NECBL All-Star Game
Q4618183,en,2010 Piala Indonesia Final
Q15982286,en,Tomé Tragedy
Q4052374,en,Under the Iron Sea Tour
Q4870898,en,Battle of Dongshan Island
Q4587159,en,1991 Welsh Cup Final
Q48806478,en,1995 Welsh Cup Final
Q4610500,en,2008 Arctic Winter Games
Q4593440,en,1998 Century Batteries Three Hour Bathurst Showroom Showdown
Q2955056,en,1999 French Figure Skating Championships
Q7330727,en,"Richmond, Indiana explosion"
Q9087084,en,The Rolling Stones European Tour 1970
Q4568652,en,1956 Kano Airport BOAC Argonaut crash
Q24299039,en,Heathrow mortar attacks
Q48041030,en,Siege of Zoutleeuw
Q65047543,en,Pop Corn Music Awards of 1999
Q65122592,en,Pop Corn Music Awards of 1995
Q4870826,en,Battle of Cádiz (1640)
Q4872015,en,Battle of Pequawket
Q4872793,en,Battle of Young's House
Q3000724,en,Battle of Gjorm
Q1073386,en,2006 China Open (badminton)
Q60765557,en,1895 Preakness Stakes
Q55606137,en,Bunbury woodchip bombing
Q15147938,en,1991 Toronto International Film Festival
Q20981862,en,Piazza Tasso massacre
Q16156123,en,2011 NextEra Energy Resources 250
Q4601695,en,2003 Ondrej Nepela Memorial
Q4592309,en,1997 Coalisland attack
Q19750865,en,Zip Code Tour
Q47011821,en,Siege of Bouchain (1712)
Q4609856,en,"2007–08 A1 Grand Prix of Nations, Czech Republic"
Q4604601,en,2005 Munster Senior Hurling Championship Final
Q4603927,en,2005 Al Hillah bombing
Q19870788,en,Assassination of Sir Arthur Charles
Q47004660,en,Milwaukee Police Department bombing
Q17027846,en,Convoy TS 37
Q24997628,en,Battle of Horten Harbour
Q4641218,en,5th Africa Movie Academy Awards
Q6817774,en,Meopham air disaster
Q7318588,en,Revolt of Abdal-Latif Mirza
Q29096833,en,1989 NCAA Rifle Championships
Q29096860,en,1990 NCAA Rifle Championships
Q28450664,en,1986 NCAA Rifle Championships
Q29096824,en,1987 NCAA Rifle Championships
Q29096826,en,1988 NCAA Rifle Championships
Q16980687,en,2014 Italian Figure Skating Championships
Q21161290,en,26th Blue Dragon Film Awards
Q21161308,en,43rd Grand Bell Awards
Q4620745,en,2011 Cirebon bombing
Q4871384,en,Battle of Karanovasa
Q4567877,en,1953 Wilkes 160
Q4569621,en,1959 Hickory 250
Q4574720,en,1971 World 600
Q55390504,en,2018 Rugby Challenge
Q16987131,en,Miss Teen USA 1989
Q6667546,en,Logie Awards of 1970
Q17051698,en,Judo at the 2002 Asian Games – Men's 90 kg
Q42886472,en,Operation Lejeune
Q19871256,en,2014 Bendigo Women's International (2)
Q18159489,en,Nick Jonas Live
Q18208663,en,2013 President's Cup (Maldives) Final
Q17492364,en,2014 Hama offensive
Q19320931,en,Black Reel Awards of 2015
Q16241984,en,2014 Grand National
Q55138147,en,Operation Osceola
Q21051916,en,2015 Campeonato Internacional de Tênis de Campinas
Q21487087,en,2015 Challenger Ciudad de Guayaquil
Q22085011,en,2016 Vivo Tennis Cup
Q23925375,en,2016 São Paulo Challenger de Tênis
Q27116639,en,2016 Campeonato Internacional de Tênis de Campinas
Q27431159,en,2016 Santiago Challenger
Q18129324,en,Wrestling at the 2014 Commonwealth Games – Men's freestyle 57 kg
Q17511487,en,Boxing at the 2014 Commonwealth Games – Light heavyweight
Q7240431,en,Premio Lo Nuestro 2011
Q4593969,en,1998 South American Youth Championships in Athletics
Q4597838,en,2000 South American Junior Championships in Athletics
Q17511529,en,Boxing at the 2014 Commonwealth Games – Women's middleweight
Q4589505,en,1994 James Hardie 12 Hour
Q4872010,en,Battle of Pencon
Q1770064,en,Battle of Otford (776)
Q4557410,en,1899 Open Championship
Q4558111,en,1903 Open Championship
Q18148101,en,2014 AAA 400
Q12645601,en,Battle of Kusonje
Q4601240,en,2003 Connaught Creek Valley avalanche
Q18639132,en,Siege of Bjelovar Barracks
Q16823179,en,2008 FINA World Junior Synchronised Swimming Championships
Q18357061,en,Beach handball at the 2014 Asian Beach Games
Q18385164,en,2014 Bendigo Women's International (1)
Q4870846,en,Battle of Darayya (November 2012–February 2013)
Q95692039,en,Death of Aniah Blanchard
Q4875803,en,Beach soccer at the 2010 Asian Beach Games
Q5166617,en,Convoy HX 212
Q22031929,en,2015 BET Hip Hop Awards
Q7970570,en,Warren Wagon Train raid
Q4592265,en,1997 Bolivarian Games
Q4613152,en,2009 African Nations Championship Final
Q4742942,en,American Airlines Flight 157
Q20305838,en,Daraa offensive (June–July 2015)
Q28162889,en,Syrian Desert campaign (December 2016–April 2017)
Q55138222,en,Operation Georgia
Q2568420,en,Tibetan Olympics 2008
Q18348523,en,Harris County Does
Q16198313,en,Bear Brook murders
Q5466095,en,Football at the 2009 Asian Youth Games
Q7129554,en,Pan Am Flight 1-10
Q4586390,en,1990 du Maurier Classic
Q1222014,en,Cross-country skiing at the 2002 Winter Olympics – Women's 30 kilometre classical
Q39054682,en,2017 Stockton Challenger
Q34195365,en,2017 Kentucky Bank Tennis Championships
Q4601546,en,2003 Little League World Series
Q58008748,en,Fort Worth Missing Trio
Q20984686,en,Siege of Abu al-Duhur Airbase
Q17009052,en,Miss Spain 2009
Q18129342,en,Wrestling at the 2014 Commonwealth Games – Women's freestyle 48 kg
Q16987169,en,Miss America 1996
Q18508768,en,November 2014 Jerusalem vehicular attack
Q5452501,en,Battle of Anandpur (1700)
Q6303811,en,Judo at the 1964 Summer Olympics – Men's 68 kg
Q19481301,en,2014 Wilson Security Sandown 500
Q7979094,en,Wedding dress of Princess Margaret
Q4603907,en,2005 AFL finals series
Q4610399,en,2008 AFL finals series
Q16000875,en,2009 Best of Nollywood Awards
Q7400303,en,Sailing at the 1990 Asian Games
Q7400315,en,Sailing at the 1994 Asian Games
Q18278535,en,Swimming at the 2014 Summer Youth Olympics – Girls' 50 metre breaststroke
Q18278451,en,Swimming at the 2014 Summer Youth Olympics – Girls' 100 metre breaststroke
Q18129334,en,Swimming at the 2014 Commonwealth Games – Women's 50 metre breaststroke
Q24075009,en,Los Premios 40 Principales 2015
Q85790949,en,Operation Kentucky Jumper
Q18619072,en,1999 European Youth Summer Olympic Days
Q20310691,en,1997 European Youth Summer Olympic Days
Q16868850,en,2013 Walker Cup
Q7718972,en,The Bobs (roller coaster)
Q7112857,en,Defence of Outpost Snipe
Q955749,en,1985 Mendoza earthquake
Q30589080,en,Landing on Long Island
Q20966538,en,1997 All-Ireland Under-21 Hurling Championship Final
Q3621706,en,2010 Salta earthquake
Q50573066,en,Florida International University pedestrian bridge collapse
Q5879822,en,Holditch Colliery disaster
Q5162783,en,Consecration of the National Cemetery at Gettysburg
Q19865239,en,2004 Bass Pro Shops MBNA 500
Q7605735,en,Steel Wheels/Urban Jungle Tour
Q4616795,en,2010 Bulgarian Cup Final
Q5644788,en,"Hamilton, Ontario, tornado of 2005"
Q16823509,en,1964 All-Ireland Senior Hurling Championship Final
Q4572221,en,1966 All-Ireland Senior Hurling Championship Final
Q16826592,en,Shooting of Clifford Glover
Q4610832,en,2008 Coppa Italia Final
Q16820696,en,1937 Workers' Winter Olympiad
Q4677371,en,Action of 4 May 1917
Q27628419,en,Manx revolt of 1275
Q971544,en,Nordic combined at the FIS Nordic World Ski Championships 2007
Q11737211,en,Bonanza Air Lines Flight 114
Q11681484,en,Zliten uprising
Q85873206,en,Pilgrim Airlines Flight 458
Q17141811,en,Miss India Worldwide 1999
Q4835486,en,BET Awards 2007
Q60524439,en,Battle of Porta
Q4566545,en,1949 Exhall mid-air collision
Q4620576,en,2011 Bulgarian Cup Final
Q21188744,en,1999 Players Championship
Q7678470,en,Takoma Avenue Historic District
Q4557855,en,1901 Cheviot earthquake
Q5554887,en,Geurie crossing loop collision
Q4600624,en,2002 WGC-American Express Championship
Q4603443,en,2004 WGC-American Express Championship
Q4870773,en,Battle of Coire Na Creiche
Q4584403,en,1988 Coupe de France Final
Q4589524,en,1994 Karl Schäfer Memorial
Q24909162,en,Patikul massacre
Q7510063,en,Siege of Gvozdansko
Q4570362,en,1961 Little League World Series
Q19871518,en,Action of 15 November 1810
Q19870282,en,2003 Adelaide Film Festival
Q19870325,en,2009 Adelaide Film Festival
Q19870350,en,2013 Adelaide Film Festival
Q16821882,en,Benton fireworks disaster
Q60751907,en,1986 Mount Hood Disaster
Q4870593,en,Battle of Bunclody
Q16868828,en,1993 Dunhill Cup
Q4592348,en,1997 Dunhill Cup
Q4590648,en,1995 Soul Train Music Awards
Q56063332,en,Battle of San Jose de Buenavista
Q4549492,en,13th National Television Awards
Q6667578,en,Logie Awards of 1995
Q4921571,en,Black Reel Awards of 2007
Q5452504,en,First Battle of Cannanore
Q65059739,en,Pohang Operation
Q65058179,en,Battle of Bunker Hill (1952)
Q7420505,en,Santo Domingo Affair
Q5638966,en,Inauguration of Warren G. Harding
Q16034015,en,2014 WGC-HSBC Champions
Q4932345,en,Bob Dylan World Tour 1978
Q4614835,en,2009 Subway Fresh Fit 500
Q4614197,en,2009 LifeLock 400
Q4614195,en,2009 LifeLock.com 400
Q4621131,en,2011 FedEx 400
Q4622217,en,2011 Pure Michigan 400
Q107340181,en,2021 Go Bowling at The Glen
Q63870218,en,2019 Go Bowling at The Glen
Q107005940,en,2021 Ally 400
Q107167615,en,2021 Foxwoods Resort Casino 301
Q4617323,en,2010 Ford 400
Q4583648,en,1987 Daytona 500
Q4601525,en,2003 Kraft Nabisco Championship
Q4602968,en,2004 Kraft Nabisco Championship
Q4870278,en,Battle of Altamaha Bridge
Q18168329,en,Operation Nanook (2011)
Q5193032,en,Cullin-la-ringo massacre
Q62336579,en,2019 People's Vote March
Q4191085,en,2012 Samar earthquake
Q5396821,en,Escalante massacre
Q4872845,en,Battle of the Barrier
Q6561075,en,KDPI–Komala conflict
Q4624748,en,2012 Arctic Winter Games
Q4588671,en,1993 Nabisco Dinah Shore
Q4595083,en,1999 Sensational Adelaide 500
Q4597274,en,2000 Clipsal 500
Q4598578,en,2001 Clipsal 500
Q28428389,en,2004 Clipsal 500
Q4613555,en,2009 Clipsal 500
Q4599856,en,2002 Clipsal 500
Q4625186,en,2012 Clipsal 500
Q23019696,en,2016 Clipsal 500
Q55389261,en,2018 Adelaide 500
Q74109398,en,2019 Wimbledon Championships – Men's singles final
Q4618236,en,2010 Qantas Film and Television Awards
Q19870320,en,1995 Copa del Rey de Baloncesto
Q42886566,en,Operation Austin IV
Q4574089,en,1970 National 500
Q6072292,en,Iron Acton railway station
Q83184818,en,Battle of Kehl (1796)
Q17985210,en,1995 Pan Pacific Swimming Championships – Men's 200 metre freestyle
Q16203472,en,2010 Best of Nollywood Awards
Q16608107,en,Miss Dominican Republic 2014
Q96368332,en,1993 Women's Cricket World Cup Final
Q17985209,en,1995 Pan Pacific Swimming Championships – Men's 100 metre freestyle
Q27998934,en,Siege of Rogatica (1941)
Q16271314,en,2014 BWF World Junior Championships – Teams event
Q6938089,en,Murder of Tina Harmon
Q17165378,en,1987 IAAF World Cross Country Championships – Senior women's race
Q16950617,en,Battle of La Paz Centro
Q4585274,en,1989 Metro Manila Film Festival
Q624116,en,California State Route 195
Q7510098,en,Siege of Inverness (1649)
Q16466720,en,Athletics at the 1962 British Empire and Commonwealth Games – Men's 6 miles
Q16851234,en,2014 Svenska Cupen Final
Q4610944,en,2008 Epsom Derby
Q16153734,en,1957 Rebel 300
Q6431406,en,Korangal Valley campaign
Q42886502,en,Operation Snoopy
Q799442,en,1977 IBF World Championships – Women's Singles
Q15983610,en,Islamabad court attack
Q22947394,en,2016 Khanasir offensive
Q5447053,en,Field hockey at the 2011 Pan American Games – Men's tournament
Q78684302,en,2020 Super Start Batteries 400
Q105721562,en,2021 Food City Dirt Race
Q32825293,en,2017 Claro Open Medellín
Q42956002,en,2017 Santiago Challenger
Q16820841,en,2008 DFB-Pokal Final
Q16972737,en,Athletics at the 1962 British Empire and Commonwealth Games – Women's shot put
Q67031507,en,Sinking of MV Conception
Q17464029,en,2014 ITF Women's Circuit – Wuhan
Q2495687,en,2006 Bangkok bombings
Q16851700,en,1991 Taça de Portugal Final
Q4560001,en,1915 All-Ireland Senior Hurling Championship Final
Q6269305,en,Joint Operation Nuevo León-Tamaulipas
Q16834891,en,2014 Puskás Cup
Q16823683,en,Sailing at the 1900 Summer Olympics – 20+ ton
Q799409,en,2012 BWF World Junior Championships – Teams event
Q18219541,en,"Shelling of Donetsk, Russia"
Q55090246,en,Murder of Tammy Alexander
Q4548823,en,12th GMA Dove Awards
Q60538495,en,2018 FINA World Swimming Championships (25 m) – Men's 4 × 50 metre medley relay
Q60538500,en,2018 FINA World Swimming Championships (25 m) – Men's 50 metre butterfly
Q20312952,en,Athletics at the 2014 Asian Games – Men's high jump
Q4814531,en,Athletics at the 2006 Asian Games – Men's high jump
Q4546993,en,10th Annual Honda Civic Tour
Q4580054,en,1981 Winston Western 500 (November)
Q5723031,en,Battle of Tepatitlán
Q28316310,en,Disappearance of Najeeb Ahmed
Q17985211,en,1995 Pan Pacific Swimming Championships – Men's 50 metre freestyle
Q19520594,en,2015 Tyrone shooting
Q19795938,en,2015 Tennis Napoli Cup
